Cn Gene Value calculated;Gene;Tumor Sample Barcode;Max. Gene Sort Value;Max. Weight for nested sorting
No change (-0.2 < CN < 0.2);GNA13;TCGA-DK-AA6L;-0,002813749;0
No change (-0.2 < CN < 0.2);ELF3;TCGA-DK-AA6L;-5,077883e-13;0
No change (-0.2 < CN < 0.2);STAG2;TCGA-DK-A3X2;-4,671652e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A3X2;-5,077883e-13;0
No change (-0.2 < CN < 0.2);MBD1;TCGA-DK-A3WX;-0,004789179;0
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-A3WX;-0,000958311;0
No change (-0.2 < CN < 0.2);EP300;TCGA-DK-A3WX;-3,781069e-11;0
No change (-0.2 < CN < 0.2);PARD3;TCGA-DK-A3IU;-0,09809461;0
No change (-0.2 < CN < 0.2);CNOT1;TCGA-DK-A3IU;-0,08089476;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A3IU;-3,836622e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A3IU;-5,077883e-13;0
No change (-0.2 < CN < 0.2);FAT1;TCGA-DK-A3IQ;-0,000116499;0
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-A3IN;-0,03119301;0
No change (-0.2 < CN < 0.2);RBM10;TCGA-DK-A3IN;-0,001178105;0
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-A3IN;-0,000958311;0
No change (-0.2 < CN < 0.2);PTEN;TCGA-DK-A3IN;-0,000196550;0
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-DK-A3IN;-2,352752e-11;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A3IN;-3,836622e-12;0
No change (-0.2 < CN < 0.2);RB1;TCGA-DK-A3IN;-5,077883e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A3IN;-5,077883e-13;0
No change (-0.2 < CN < 0.2);FAM47C;TCGA-DK-A3IM;-0,01191107;0
No change (-0.2 < CN < 0.2);FOXQ1;TCGA-DK-A3IM;-0,01160921;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A3IM;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ERBB3;TCGA-DK-A3IL;-0,03119301;0
No change (-0.2 < CN < 0.2);RXRA;TCGA-DK-A3IL;-0,000922686;0
No change (-0.2 < CN < 0.2);FAT1;TCGA-DK-A3IL;-0,000116499;0
No change (-0.2 < CN < 0.2);RHOB;TCGA-DK-A3IL;-6,77051e-13;0
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-DK-A3IK;-0,05242592;0
No change (-0.2 < CN < 0.2);SF1;TCGA-DK-A3IK;-0,02132329;0
No change (-0.2 < CN < 0.2);ATM;TCGA-DK-A3IK;-0,02104185;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A3IK;-3,836622e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A3IK;-5,077883e-13;0
No change (-0.2 < CN < 0.2);FAM47C;TCGA-DK-A2I2;-0,01191107;0
No change (-0.2 < CN < 0.2);FBXW7;TCGA-DK-A2I2;-0,000958311;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A2I2;-8,704942e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A2I2;-5,077883e-13;0
No change (-0.2 < CN < 0.2);RBM10;TCGA-DK-A2HX;-0,001178105;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-DK-A2HX;-3,836622e-12;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1AB;-8,704942e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-A1AB;-6,77051e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-DK-A1A5;-6,77051e-13;0
No change (-0.2 < CN < 0.2);ERBB2;TCGA-DK-A1A3;-0,01710818;0
No change (-0.2 < CN < 0.2);CUL1;TCGA-DK-A1A3;-0,002056915;0
No change (-0.2 < CN < 0.2);ERCC2;TCGA-DK-A1A3;-1,092379e-09;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-DK-A1A3;-8,704942e-13;0
No change (-0.2 < CN < 0.2);TSC1;TCGA-DK-A1A3;-5,077883e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-DK-A1A3;-5,077883e-13;0
No change (-0.2 < CN < 0.2);HES1;TCGA-CU-A72E;-0,03029985;0
No change (-0.2 < CN < 0.2);RBM10;TCGA-CU-A72E;-0,001178105;0
No change (-0.2 < CN < 0.2);FGFR3;TCGA-CU-A72E;-1,451597e-10;0
No change (-0.2 < CN < 0.2);STAG2;TCGA-CU-A72E;-4,671652e-12;0
No change (-0.2 < CN < 0.2);ELF3;TCGA-CU-A72E;-5,077883e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-CU-A72E;-6,77051e-13;0
No change (-0.2 < CN < 0.2);ASXL2;TCGA-CU-A5W6;-0,000254107;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-CU-A5W6;-3,836622e-12;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-CU-A5W6;-6,77051e-13;0
No change (-0.2 < CN < 0.2);ARID1B;TCGA-CU-A0YR;-0,05386966;0
No change (-0.2 < CN < 0.2);ERCC2;TCGA-CU-A0YR;-1,092379e-09;0
No change (-0.2 < CN < 0.2);EP300;TCGA-CU-A0YR;-3,781069e-11;0
No change (-0.2 < CN < 0.2);ELF3;TCGA-CU-A0YR;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-CU-A0YO;-3,836622e-12;0
No change (-0.2 < CN < 0.2);CREBBP;TCGA-CF-A9FL;-1,20586e-08;0
No change (-0.2 < CN < 0.2);HRAS;TCGA-CF-A47T;-4,157188e-07;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-C8-A3M7;-4,567e-13;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-C4-A0EZ;-8,704942e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-C4-A0EZ;-5,077883e-13;0
No change (-0.2 < CN < 0.2);NFE2L2;TCGA-BT-A42B;-0,001794759;0
No change (-0.2 < CN < 0.2);RPTN;TCGA-BT-A3PK;-0,05804315;0
No change (-0.2 < CN < 0.2);ATM;TCGA-BT-A3PK;-0,02104185;0
No change (-0.2 < CN < 0.2);FAT1;TCGA-BT-A3PK;-0,000116499;0
No change (-0.2 < CN < 0.2);ERCC2;TCGA-BT-A3PK;-1,092379e-09;0
No change (-0.2 < CN < 0.2);FGFR3;TCGA-BT-A3PK;-1,451597e-10;0
No change (-0.2 < CN < 0.2);EP300;TCGA-BT-A3PK;-3,781069e-11;0
No change (-0.2 < CN < 0.2);TXNIP;TCGA-BT-A3PH;-0,03475802;0
No change (-0.2 < CN < 0.2);RXRA;TCGA-BT-A3PH;-0,000922686;0
No change (-0.2 < CN < 0.2);EP300;TCGA-BT-A3PH;-3,781069e-11;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BT-A3PH;-3,836622e-12;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BT-A3PH;-8,704942e-13;0
No change (-0.2 < CN < 0.2);RB1;TCGA-BT-A3PH;-5,077883e-13;0
No change (-0.2 < CN < 0.2);RHOA;TCGA-BT-A2LD;-2,637318e-05;0
No change (-0.2 < CN < 0.2);FOXA1;TCGA-BT-A2LD;-1,219883e-06;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BT-A2LD;-3,836622e-12;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BT-A2LD;-8,704942e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BT-A2LD;-5,077883e-13;0
No change (-0.2 < CN < 0.2);THRAP3;TCGA-BT-A2LB;-0,04514966;0
No change (-0.2 < CN < 0.2);HRAS;TCGA-BT-A2LB;-4,157188e-07;0
No change (-0.2 < CN < 0.2);EP300;TCGA-BT-A2LB;-3,781069e-11;0
No change (-0.2 < CN < 0.2);EP300;TCGA-BT-A20X;-3,781069e-11;0
No change (-0.2 < CN < 0.2);ATM;TCGA-BT-A20U;-0,02104185;0
No change (-0.2 < CN < 0.2);FAM47C;TCGA-BT-A20U;-0,01191107;0
No change (-0.2 < CN < 0.2);NFE2L2;TCGA-BT-A20U;-0,001794759;0
No change (-0.2 < CN < 0.2);FAT1;TCGA-BT-A20U;-0,000116499;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BT-A20U;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ERBB2;TCGA-BT-A20T;-0,01710818;0
No change (-0.2 < CN < 0.2);ASXL2;TCGA-BT-A20T;-0,000254107;0
No change (-0.2 < CN < 0.2);CREBBP;TCGA-BT-A20T;-1,20586e-08;0
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-BT-A20T;-2,352752e-11;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BT-A20T;-8,704942e-13;0
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-BT-A20R;-0,05242592;0
No change (-0.2 < CN < 0.2);ERBB3;TCGA-BT-A20R;-0,03119301;0
No change (-0.2 < CN < 0.2);FAM47C;TCGA-BT-A20R;-0,01191107;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BT-A20R;-3,836622e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BT-A20R;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BT-A20Q;-3,836622e-12;0
No change (-0.2 < CN < 0.2);ELF3;TCGA-BT-A20Q;-5,077883e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BT-A20Q;-6,77051e-13;0
No change (-0.2 < CN < 0.2);FBXW7;TCGA-BT-A20O;-0,000958311;0
No change (-0.2 < CN < 0.2);FAT1;TCGA-BT-A20O;-0,000116499;0
No change (-0.2 < CN < 0.2);CREBBP;TCGA-BT-A20O;-1,20586e-08;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BT-A20O;-5,077883e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BT-A20O;-6,77051e-13;0
No change (-0.2 < CN < 0.2);BCL2L1;TCGA-BT-A20N;-0,02132329;0
No change (-0.2 < CN < 0.2);ASXL2;TCGA-BT-A20N;-0,000254107;0
No change (-0.2 < CN < 0.2);RHOB;TCGA-BT-A20N;-6,77051e-13;0
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-BT-A0YX;-0,05242592;0
No change (-0.2 < CN < 0.2);ATM;TCGA-BT-A0YX;-0,02104185;0
No change (-0.2 < CN < 0.2);ERBB2;TCGA-BT-A0YX;-0,01710818;0
No change (-0.2 < CN < 0.2);NFE2L2;TCGA-BT-A0YX;-0,001794759;0
No change (-0.2 < CN < 0.2);FBXW7;TCGA-BT-A0YX;-0,000958311;0
No change (-0.2 < CN < 0.2);KLF5;TCGA-BT-A0YX;-0,000196550;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BT-A0YX;-3,836622e-12;0
No change (-0.2 < CN < 0.2);FGFR3;TCGA-BT-A0S7;-1,451597e-10;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-BT-A0S7;-8,704942e-13;0
No change (-0.2 < CN < 0.2);SPTAN1;TCGA-BL-A3JM;-0,05242592;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BL-A3JM;-3,836622e-12;0
No change (-0.2 < CN < 0.2);STAG2;TCGA-BL-A13J;-4,671652e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BL-A13J;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ARID1B;TCGA-BL-A13I;-0,05386966;0
No change (-0.2 < CN < 0.2);NFE2L2;TCGA-BL-A13I;-0,001794759;0
No change (-0.2 < CN < 0.2);FBXW7;TCGA-BL-A13I;-0,000958311;0
No change (-0.2 < CN < 0.2);FAT1;TCGA-BL-A13I;-0,000116499;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BL-A13I;-3,836622e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A208;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP2K4;TCGA-BH-A204;-6,454328e-09;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A1FU;-4,567e-13;0
No change (-0.2 < CN < 0.2);CASZ1;TCGA-BH-A1FL;-0,04421066;0
No change (-0.2 < CN < 0.2);FOXA1;TCGA-BH-A1FL;-1,41354e-07;0
No change (-0.2 < CN < 0.2);CDKN1B;TCGA-BH-A1FJ;-2,00544e-09;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A1FH;-4,567e-13;0
No change (-0.2 < CN < 0.2);ERBB2;TCGA-BH-A1FE;-0,002898264;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A1FE;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A1FC;-4,567e-13;0
No change (-0.2 < CN < 0.2);RUFY1;TCGA-BH-A1F8;-0,08805339;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A1F8;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A1F5;-4,567e-13;0
No change (-0.2 < CN < 0.2);FRMPD2;TCGA-BH-A1F2;-0,06569993;0
No change (-0.2 < CN < 0.2);TP53;TCGA-BH-A1F0;-4,567e-13;0
No change (-0.2 < CN < 0.2);TGS1;TCGA-BH-A1EY;-0,02683934;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A1EU;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A1ET;-4,567e-13;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-BH-A1EO;-5,29455e-08;0
No change (-0.2 < CN < 0.2);TBL1XR1;TCGA-BH-A18R;-0,01852866;0
No change (-0.2 < CN < 0.2);TBL1XR1;TCGA-BH-A18P;-0,01852866;0
No change (-0.2 < CN < 0.2);FOXA1;TCGA-BH-A18P;-1,41354e-07;0
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-BH-A18P;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A18J;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0EA;-4,567e-13;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-BH-A0EA;-4,567e-13;0
No change (-0.2 < CN < 0.2);ERBB2;TCGA-BH-A0C1;-0,002898264;0
No change (-0.2 < CN < 0.2);RUNX1;TCGA-BH-A0C1;-3,676032e-11;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-BH-A0BF;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A409;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A3ZX;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0X7;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0X5;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP2K4;TCGA-B6-A0X4;-6,454328e-09;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0X4;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-B6-A0X1;-4,567e-13;0
No change (-0.2 < CN < 0.2);GPRIN2;TCGA-B6-A0X0;-0,000467355;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0X0;-4,567e-13;0
No change (-0.2 < CN < 0.2);NCOR1;TCGA-B6-A0WY;-0,000351306;0
No change (-0.2 < CN < 0.2);ICOSLG;TCGA-B6-A0WW;-0,0454224;0
No change (-0.2 < CN < 0.2);PTEN;TCGA-B6-A0WW;-2,433787e-11;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0WW;-4,567e-13;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0WV;-4,567e-13;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0WS;-4,567e-13;0
No change (-0.2 < CN < 0.2);CDH1;TCGA-B6-A0RQ;-8,112622e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0RQ;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0IP;-4,567e-13;0
No change (-0.2 < CN < 0.2);SP3;TCGA-B6-A0IN;-0,01962505;0
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-B6-A0IM;-4,567e-13;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0IM;-4,567e-13;0
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-B6-A0IG;-0,05311451;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0IE;-4,567e-13;0
No change (-0.2 < CN < 0.2);NLGN3;TCGA-B6-A0IC;-0,03536438;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-B6-A0IC;-4,567e-13;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-B6-A0I9;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AR-A2LK;-4,567e-13;0
No change (-0.2 < CN < 0.2);TFE3;TCGA-AR-A1AR;-0,02683934;0
No change (-0.2 < CN < 0.2);TFE3;TCGA-AR-A0TY;-0,02683934;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-AR-A0TY;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AQ-A0Y5;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-AO-A0J5;-4,567e-13;0
No change (-0.2 < CN < 0.2);GATA3;TCGA-AO-A03P;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-AO-A03O;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-AC-A2FE;-4,567e-13;0
No change (-0.2 < CN < 0.2);EYS;TCGA-AC-A23H;-0,0443534;0
No change (-0.2 < CN < 0.2);CASZ1;TCGA-AC-A23H;-0,04421066;0
No change (-0.2 < CN < 0.2);SPEN;TCGA-AC-A23H;-0,00116854;0
No change (-0.2 < CN < 0.2);FOXA1;TCGA-AC-A23H;-1,41354e-07;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-AC-A23H;-5,29455e-08;0
No change (-0.2 < CN < 0.2);RB1;TCGA-AC-A23H;-2,039145e-06;0
No change (-0.2 < CN < 0.2);MAP3K1;TCGA-AC-A23H;-4,567e-13;0
No change (-0.2 < CN < 0.2);FGFR2;TCGA-A8-A09X;-0,02072257;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-A8-A08T;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-A7-A13E;-4,567e-13;0
No change (-0.2 < CN < 0.2);CASZ1;TCGA-A2-A3XY;-0,04421066;0
No change (-0.2 < CN < 0.2);TP53;TCGA-A2-A3XY;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-A2-A3XX;-4,567e-13;0
No change (-0.2 < CN < 0.2);RB1;TCGA-A2-A3XS;-2,039145e-06;0
No change (-0.2 < CN < 0.2);TP53;TCGA-A2-A3XS;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-A2-A0T2;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-A2-A0EW;-4,567e-13;0
No change (-0.2 < CN < 0.2);TBL1XR1;TCGA-A2-A0CS;-0,01852866;0
No change (-0.2 < CN < 0.2);CDKN1B;TCGA-A2-A0CS;-2,00544e-09;0
No change (-0.2 < CN < 0.2);PTEN;TCGA-A2-A0CS;-2,433787e-11;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-A2-A0CS;-4,567e-13;0
No change (-0.2 < CN < 0.2);ACTL6B;TCGA-A2-A0CO;-0,05311451;0
No change (-0.2 < CN < 0.2);RAB42;TCGA-A2-A0CM;-0,00711718;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-A2-A04V;-4,567e-13;0
No change (-0.2 < CN < 0.2);MUC6;TCGA-A1-A0SK;-0,02676936;0
No change (-0.2 < CN < 0.2);ATM;TCGA-5N-A9KM;-0,02104185;0
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-5N-A9KM;-2,352752e-11;0
No change (-0.2 < CN < 0.2);ELF3;TCGA-5N-A9KM;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-5N-A9KI;-3,836622e-12;0
No change (-0.2 < CN < 0.2);RB1;TCGA-5N-A9KI;-5,077883e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-5N-A9KI;-5,077883e-13;0
No change (-0.2 < CN < 0.2);RPTN;TCGA-4Z-AA86;-0,05804315;0
No change (-0.2 < CN < 0.2);CREBBP;TCGA-4Z-AA86;-1,20586e-08;0
No change (-0.2 < CN < 0.2);RHOB;TCGA-4Z-AA86;-6,77051e-13;0
No change (-0.2 < CN < 0.2);RB1;TCGA-4Z-AA86;-5,077883e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-4Z-AA86;-5,077883e-13;0
No change (-0.2 < CN < 0.2);NRAS;TCGA-4Z-AA82;-0,05804315;0
No change (-0.2 < CN < 0.2);SF1;TCGA-4Z-AA82;-0,02132329;0
No change (-0.2 < CN < 0.2);CREBBP;TCGA-4Z-AA82;-1,20586e-08;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-4Z-AA82;-8,704942e-13;0
No change (-0.2 < CN < 0.2);ERBB3;TCGA-4Z-AA81;-0,03119301;0
No change (-0.2 < CN < 0.2);NUDT11;TCGA-4Z-AA81;-0,003204149;0
No change (-0.2 < CN < 0.2);C3orf70;TCGA-4Z-AA81;-0,000196550;0
No change (-0.2 < CN < 0.2);FGFR3;TCGA-4Z-AA81;-1,451597e-10;0
No change (-0.2 < CN < 0.2);RB1;TCGA-4Z-AA81;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ARID1B;TCGA-4Z-AA80;-0,05386966;0
No change (-0.2 < CN < 0.2);HES1;TCGA-4Z-AA80;-0,03029985;0
No change (-0.2 < CN < 0.2);RHOA;TCGA-4Z-AA80;-2,637318e-05;0
No change (-0.2 < CN < 0.2);TSC1;TCGA-4Z-AA80;-5,077883e-13;0
No change (-0.2 < CN < 0.2);METTL3;TCGA-4Z-AA7S;-0,01220648;0
No change (-0.2 < CN < 0.2);CDKN1A;TCGA-4Z-AA7S;-2,352752e-11;0
No change (-0.2 < CN < 0.2);TXNIP;TCGA-4Z-AA7R;-0,03475802;0
No change (-0.2 < CN < 0.2);STAG2;TCGA-4Z-AA7R;-4,671652e-12;0
No change (-0.2 < CN < 0.2);TP53;TCGA-4Z-AA7R;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ERBB3;TCGA-4Z-AA7Q;-0,03119301;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-4Z-AA7Q;-8,704942e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-4Z-AA7Q;-5,077883e-13;0
No change (-0.2 < CN < 0.2);EP300;TCGA-2F-A9KW;-3,781069e-11;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-2F-A9KW;-6,77051e-13;0
No change (-0.2 < CN < 0.2);TMCO4;TCGA-2F-A9KR;-0,06793681;0
No change (-0.2 < CN < 0.2);FGFR3;TCGA-2F-A9KR;-1,451597e-10;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-2F-A9KR;-6,77051e-13;0
No change (-0.2 < CN < 0.2);KDM6A;TCGA-2F-A9KP;-8,704942e-13;0
No change (-0.2 < CN < 0.2);TP53;TCGA-2F-A9KP;-5,077883e-13;0
No change (-0.2 < CN < 0.2);ATM;TCGA-2F-A9KO;-0,02104185;0
No change (-0.2 < CN < 0.2);HRAS;TCGA-2F-A9KO;-4,157188e-07;0
No change (-0.2 < CN < 0.2);ARID1A;TCGA-2F-A9KO;-3,836622e-12;0
No change (-0.2 < CN < 0.2);PIK3CA;TCGA-2F-A9KO;-6,77051e-13;0
No change (-0.2 < CN < 0.2);GATA3;BRCA-METABRIC-S1-MB-7298;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP2K4;BRCA-METABRIC-S1-MB-7297;-6,454328e-09;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7296;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7294;-4,567e-13;0
No change (-0.2 < CN < 0.2);ARID1A;BRCA-METABRIC-S1-MB-7291;-5,29455e-08;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7291;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7291;-4,567e-13;0
No change (-0.2 < CN < 0.2);NF1;BRCA-METABRIC-S1-MB-7289;-0,00196304;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7289;-4,567e-13;0
No change (-0.2 < CN < 0.2);ERBB2;BRCA-METABRIC-S1-MB-7288;-0,002898264;0
No change (-0.2 < CN < 0.2);RUNX1;BRCA-METABRIC-S1-MB-7287;-3,676032e-11;0
No change (-0.2 < CN < 0.2);ARID1A;BRCA-METABRIC-S1-MB-7287;-5,29455e-08;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7287;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-7287;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7285;-4,567e-13;0
No change (-0.2 < CN < 0.2);MYH9;BRCA-METABRIC-S1-MB-7284;-0,06053351;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7283;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7281;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7281;-4,567e-13;0
No change (-0.2 < CN < 0.2);NF1;BRCA-METABRIC-S1-MB-7279;-0,00196304;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7279;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7278;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7275;-4,567e-13;0
No change (-0.2 < CN < 0.2);MYH9;BRCA-METABRIC-S1-MB-7269;-0,06053351;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7267;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7266;-4,567e-13;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7264;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP3K1;BRCA-METABRIC-S1-MB-7264;-4,567e-13;0
No change (-0.2 < CN < 0.2);PIK3CA;BRCA-METABRIC-S1-MB-7263;-4,567e-13;0
No change (-0.2 < CN < 0.2);MAP2K4;BRCA-METABRIC-S1-MB-7262;-6,454328e-09;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7262;-4,567e-13;0
No change (-0.2 < CN < 0.2);FBXW7;BRCA-METABRIC-S1-MB-7258;-0,06352646;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7258;-4,567e-13;0
No change (-0.2 < CN < 0.2);NCOR1;BRCA-METABRIC-S1-MB-7256;-0,000351306;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7256;-4,567e-13;0
No change (-0.2 < CN < 0.2);SF3B1;BRCA-METABRIC-S1-MB-7253;-0,002870831;0
No change (-0.2 < CN < 0.2);TP53;BRCA-METABRIC-S1-MB-7252;-4,567e-13;0
